light_hours_mean,Rs_mean,date,rain_mean,T_mean,RH_mean,P_mean,u_2_mean,T_max,T_min
5.0,7.95,2024-11-25,0.3916666666666666,8.625,68.75,1016.8333333333334,4.216666666666667,12.0,6.2
9.7,9.86,2024-11-26,0.0,5.7,31.083333333333332,1016.1666666666666,4.041666666666667,10.2,0.8
9.1,9.69,2024-11-27,0.0,6.3875,33.291666666666664,1013.5,4.8374999999999995,12.0,-0.2
9.5,9.71,2024-11-28,0.0,8.191666666666666,28.0,1013.5,3.4791666666666665,12.6,1.4
9.5,9.3,2024-11-29,0.0,8.75,43.875,1010.25,2.904166666666667,16.6,1.6
6.3,8.04,2024-11-30,0.0,6.141666666666667,71.41666666666667,1006.4583333333334,1.25,13.0,1.3
9.1,9.32,2024-12-01,0.0,6.945833333333334,70.04166666666667,1002.4166666666666,1.5375,16.6,0.2
7.9,9.22,2024-12-02,0.0,6.233333333333333,44.75,1013.4583333333334,5.941666666666666,8.9,2.9
8.9,9.07,2024-12-03,0.0,3.5708333333333333,65.83333333333333,1017.4583333333334,4.058333333333334,9.4,-1.8
1.6,6.63,2024-12-04,0.0,2.8833333333333333,85.79166666666667,1016.9166666666666,2.1750000000000003,7.8,-1.7
5.9,8.8,2024-12-05,0.0,3.0583333333333336,82.54166666666667,1014.5833333333334,2.066666666666667,10.0,-3.0
8.4,9.08,2024-12-06,0.0,3.9125,72.0,1015.0,1.8708333333333331,11.3,-2.1
8.3,8.62,2024-12-07,0.0,2.8249999999999997,52.375,1024.125,3.5124999999999997,6.1,-1.7
7.5,7.78,2024-12-08,0.0,0.7625000000000001,64.08333333333333,1023.4583333333334,2.845833333333333,7.1,-5.1
1.4,6.99,2024-12-09,0.0,2.9791666666666665,61.333333333333336,1017.6666666666666,2.2708333333333335,8.0,-0.9
0.0,4.09,2024-12-10,0.0,3.3833333333333333,66.79166666666667,1018.7916666666666,2.620833333333333,6.0,0.5
5.9,8.16,2024-12-11,0.0,3.8,58.208333333333336,1022.0,2.954166666666667,7.5,0.8
0.8,4.65,2024-12-12,0.0,2.220833333333333,74.58333333333333,1020.25,2.1458333333333335,6.2,-0.9
5.4,8.21,2024-12-13,0.0,2.7458333333333336,38.541666666666664,1023.2916666666666,3.3166666666666664,7.5,-2.3
9.0,9.1,2024-12-14,0.0041666666666666,-0.3249999999999999,54.333333333333336,1025.0416666666667,1.875,7.7,-6.1
9.3,9.09,2024-12-15,0.0,0.8500000000000001,49.875,1018.7916666666666,1.8708333333333331,10.1,-6.3
8.9,9.03,2024-12-16,0.0,1.1541666666666666,52.291666666666664,1015.7083333333334,1.35,10.1,-6.8
8.5,8.87,2024-12-17,0.0,1.6375,51.625,1020.7083333333334,3.3125,8.7,-4.7
8.8,8.86,2024-12-18,0.0,0.5791666666666666,51.333333333333336,1028.25,3.025,5.0,-3.2
3.6,5.82,2024-12-19,0.0,-0.8624999999999999,54.041666666666664,1023.7916666666666,2.775,2.9,-4.1
7.9,8.72,2024-12-20,0.0,0.425,58.666666666666664,1016.25,2.220833333333333,7.8,-5.9
9.0,9.01,2024-12-21,0.0,-0.7666666666666666,41.958333333333336,1025.5416666666667,3.0375,3.9,-5.3
7.2,8.75,2024-12-22,0.0,-1.7208333333333332,55.541666666666664,1024.875,1.9541666666666664,5.2,-7.5
8.5,8.96,2024-12-23,0.0,-1.0583333333333331,52.708333333333336,1022.2083333333334,1.4583333333333333,6.2,-6.9
0.3,6.03,2024-12-24,0.0,-1.1708333333333332,67.45833333333333,1020.7083333333334,1.9958333333333331,5.4,-6.1
1.2,5.81,2024-12-25,0.0,1.1041666666666667,66.75,1018.3333333333334,1.9208333333333336,8.4,-4.6
7.3,8.79,2024-12-26,0.0,1.7083333333333333,42.0,1025.375,3.9583333333333335,4.4,-2.8
7.0,8.95,2024-12-27,0.0,-0.3708333333333333,54.166666666666664,1026.0833333333333,2.4541666666666666,5.8,-4.5
9.3,9.28,2024-12-28,0.0,-0.4916666666666667,49.916666666666664,1022.0833333333334,2.654166666666667,9.3,-7.8
7.0,7.38,2024-12-29,0.0,0.2458333333333334,47.958333333333336,1013.2083333333334,4.720833333333333,8.9,-7.8
5.1,7.7,2024-12-30,0.0,1.925,50.083333333333336,1013.875,1.8541666666666667,10.9,-4.5
8.6,9.17,2024-12-31,0.0,2.2875,50.291666666666664,1015.2083333333334,3.483333333333333,10.2,-4.9
8.1,9.09,2025-01-01,0.0,2.8083333333333336,47.416666666666664,1012.875,4.470833333333333,9.2,-3.0
2.5,7.64,2025-01-02,0.0,2.8874999999999997,47.833333333333336,1021.1666666666666,5.8,5.7,-1.6
6.4,8.51,2025-01-03,0.0,-0.0999999999999999,67.66666666666667,1020.5,1.6541666666666668,6.5,-5.6
3.8,8.58,2025-01-04,0.0,2.129166666666667,60.0,1015.5833333333334,3.1208333333333336,9.1,-4.5
8.4,9.36,2025-01-05,0.0,4.316666666666666,46.75,1011.2083333333334,2.4499999999999997,13.8,-3.4
9.2,9.58,2025-01-06,0.0,2.2624999999999997,35.333333333333336,1020.0833333333334,2.475,7.2,-2.7
9.4,9.76,2025-01-07,0.0,1.8958333333333333,43.5,1016.2916666666666,3.016666666666667,10.3,-6.2
9.2,9.66,2025-01-08,0.0,1.6416666666666666,35.625,1019.8333333333334,3.8375,4.7,-2.3
9.1,9.84,2025-01-09,0.0,-1.8333333333333333,44.333333333333336,1028.0833333333333,1.8125,4.2,-7.7
8.6,9.71,2025-01-10,0.0,-1.3624999999999998,50.125,1028.4166666666667,2.3625000000000003,6.2,-7.5
8.4,9.19,2025-01-11,0.0,2.0875,44.5,1021.6666666666666,3.3791666666666664,10.3,-6.4
9.3,9.98,2025-01-12,0.0,0.8791666666666665,42.708333333333336,1018.5833333333334,3.0875,7.7,-5.2
8.3,9.99,2025-01-13,0.0,4.8374999999999995,37.791666666666664,1013.1666666666666,2.8208333333333333,13.7,-2.5
7.5,9.82,2025-01-14,0.0,3.029166666666667,35.458333333333336,1022.9583333333334,5.029166666666667,7.5,-1.1
9.4,10.58,2025-01-15,0.0,-1.1,32.666666666666664,1027.5416666666667,3.345833333333333,5.4,-7.9
9.5,10.62,2025-01-16,0.0,-0.2541666666666666,39.166666666666664,1020.5833333333334,1.475,10.0,-9.4
8.5,10.68,2025-01-17,0.0,1.45,43.75,1017.8333333333334,3.4958333333333336,10.7,-6.4
9.0,10.4,2025-01-18,0.0,4.891666666666667,38.333333333333336,1010.875,4.575,13.6,-0.8
9.0,10.61,2025-01-19,0.0,5.275,38.875,1010.4166666666666,2.1125000000000003,13.5,-3.0
8.7,10.68,2025-01-20,0.0,3.6625,46.666666666666664,1009.9583333333334,2.620833333333333,12.8,-4.0
4.2,8.42,2025-01-21,0.0,4.679166666666666,47.916666666666664,1010.9166666666666,4.433333333333334,11.6,-2.8
2.2,8.06,2025-01-22,0.0,5.95,36.0,1015.2083333333334,8.008333333333333,8.5,3.9
2.0,8.8,2025-01-23,0.0,4.145833333333333,43.416666666666664,1016.2916666666666,4.383333333333334,7.0,-0.9
0.0,2.36,2025-01-24,0.0166666666666666,4.208333333333333,55.916666666666664,1018.7916666666666,7.033333333333334,5.1,1.6
0.0,3.81,2025-01-25,0.1125,3.9958333333333336,64.875,1023.7916666666666,5.479166666666667,5.3,1.5
7.8,8.63,2025-01-26,0.1125,1.6791666666666665,58.541666666666664,1022.75,3.9958333333333336,6.5,-0.7
9.9,9.33,2025-01-27,0.0,-1.4958333333333331,37.125,1019.375,2.375,4.6,-7.3
9.8,9.62,2025-01-28,0.0,-1.4375,46.5,1019.25,2.495833333333333,6.4,-7.8
8.6,9.92,2025-01-29,0.0,0.4291666666666667,60.416666666666664,1015.375,2.370833333333333,9.2,-7.3
7.7,10.04,2025-01-30,0.0,1.3833333333333335,53.375,1014.25,7.0375000000000005,4.7,-0.9
0.9,6.48,2025-01-31,0.0,-0.5958333333333333,68.375,1017.5833333333334,7.983333333333333,1.9,-2.0
0.0,7.78,2025-02-01,0.0,0.2791666666666667,66.95833333333333,1017.75,4.029166666666667,2.1,-0.7
1.6,8.98,2025-02-02,0.0,1.2916666666666667,74.29166666666667,1015.7083333333334,3.408333333333333,5.8,-1.7
9.0,11.26,2025-02-03,0.0,1.8916666666666664,60.458333333333336,1020.4166666666666,2.3874999999999997,8.9,-3.7
9.6,11.79,2025-02-04,0.0,0.8041666666666667,46.958333333333336,1016.5416666666666,2.3000000000000003,7.3,-4.8
9.9,12.6,2025-02-05,0.0,0.1916666666666666,33.666666666666664,1016.2916666666666,3.3333333333333335,5.3,-3.4
3.6,10.14,2025-02-06,0.0,1.8875,34.375,1014.6666666666666,4.625,8.7,-5.9
9.7,13.22,2025-02-07,0.0,-5.616666666666667,23.375,1030.2916666666667,4.866666666666666,-1.5,-9.6
10.0,13.16,2025-02-08,0.0,-5.170833333333333,37.75,1028.8333333333333,1.6458333333333333,1.7,-11.4
9.4,12.88,2025-02-09,0.0,-2.3208333333333333,44.25,1020.5416666666666,2.2291666666666665,5.8,-9.5
9.4,12.9,2025-02-10,0.0,1.383333333333333,46.708333333333336,1013.9583333333334,2.845833333333333,9.7,-4.7
1.4,5.5,2025-02-11,0.0083333333333333,1.4791666666666667,64.45833333333333,1010.7083333333334,1.5375,5.4,-3.4
6.5,12.39,2025-02-12,0.0,2.6374999999999997,55.25,1018.875,1.975,9.8,-3.3
9.3,13.58,2025-02-13,0.0,1.2375,44.166666666666664,1015.8333333333334,3.7875,11.9,-7.7
8.1,13.56,2025-02-14,0.0,5.291666666666667,36.125,1010.0,2.3625000000000003,14.1,-2.2
9.5,13.92,2025-02-15,0.0,7.556,36.96,1006.24,2.528,17.9,-1.7
9.7,13.88,2025-02-16,0.0,8.458333333333334,24.375,1014.5833333333334,2.766666666666667,13.6,3.3
8.9,12.37,2025-02-17,0.0,5.795833333333333,36.5,1019.9583333333334,3.0833333333333335,12.4,0.4
8.0,13.11,2025-02-18,0.0,4.845833333333333,33.375,1019.625,4.175,9.6,-1.1
3.5,10.93,2025-02-19,0.0,5.204166666666667,25.333333333333332,1023.1666666666666,4.8875,7.9,2.1
0.0,9.13,2025-02-20,0.0,3.225,64.25,1024.375,3.0833333333333335,5.0,0.8
0.0,9.21,2025-02-21,0.0,1.6541666666666668,83.95833333333333,1024.25,2.795833333333333,4.4,-2.5
0.0,8.22,2025-02-22,0.0,1.4240000000000002,62.96,1027.72,5.08,3.1,-0.2
9.6,14.93,2025-02-23,0.0,0.8416666666666667,38.625,1031.125,3.529166666666667,5.2,-2.9
8.4,14.1,2025-02-24,0.0,2.0291666666666663,49.666666666666664,1025.4583333333333,5.183333333333333,9.2,-6.2
8.7,14.86,2025-02-25,0.0,7.55,46.75,1016.25,2.9958333333333336,15.6,-0.1
10.0,15.34,2025-02-26,0.0,7.670833333333333,52.541666666666664,1012.4166666666666,3.2916666666666665,17.2,-1.7
8.5,14.3,2025-02-27,0.0041666666666666,8.6625,62.625,1005.5,2.1999999999999997,16.2,1.2
5.8,13.07,2025-02-28,0.0,11.5875,67.75,1005.4166666666666,1.7791666666666668,19.1,2.7
3.1,6.38,2025-03-01,0.0,14.2,76.91666666666667,1002.5833333333334,2.7541666666666664,17.9,10.2
0.0,1.84,2025-03-02,1.15,5.783333333333334,85.04166666666667,1009.0833333333334,12.520833333333334,14.6,1.0
0.0,3.06,2025-03-03,0.0041666666666666,3.779166666666667,44.833333333333336,1017.75,9.558333333333334,4.8,0.6
2.1,10.48,2025-03-04,416.6375,4.064583333333333,58.64583333333333,1018.0833333333333,5.49375,7.9,0.4
3.9,13.03,2025-03-05,0.0,4.35,72.45833333333333,1018.4166666666666,1.4291666666666665,11.0,-1.9
8.0,13.74,2025-03-06,0.0,7.583333333333333,58.625,1024.1666666666667,2.2708333333333335,13.4,1.1
4.2,10.26,2025-03-07,0.0,7.866666666666667,62.333333333333336,1016.25,3.7625,12.9,2.8
8.1,15.56,2025-03-08,0.0,8.808333333333334,65.58333333333333,1014.5833333333334,1.8791666666666669,16.0,0.8
6.5,15.2,2025-03-09,0.0041666666666666,9.475,71.20833333333333,1015.75,2.7624999999999997,16.0,3.4
5.2,13.37,2025-03-10,0.0,9.683333333333334,73.79166666666667,1010.0,4.2,17.0,3.2
1.4,11.69,2025-03-11,0.0,10.791666666666666,81.91666666666667,1007.0,2.6125000000000003,17.0,5.8
4.5,14.48,2025-03-12,0.0041666666666666,12.7375,58.541666666666664,1009.4583333333334,2.3583333333333334,19.3,6.3
1.6,12.38,2025-03-13,0.0,11.625,58.25,1012.1666666666666,2.0375,17.3,6.0
4.0,9.42,2025-03-14,0.0,9.995833333333334,51.625,1016.125,3.697916666666667,14.0,4.4
0.3,12.2,2025-03-15,0.0,7.629166666666666,50.958333333333336,1020.375,5.358333333333333,10.8,3.3
11.3,17.81,2025-03-16,0.0,6.633333333333333,36.958333333333336,1021.0416666666666,3.920833333333333,11.3,2.0
11.3,17.89,2025-03-17,0.0,8.745833333333334,36.125,1012.5833333333334,3.7416666666666663,17.0,-0.2
11.0,17.81,2025-03-18,0.0,7.570833333333333,38.583333333333336,1018.8333333333334,2.5416666666666665,13.3,1.9
11.2,17.82,2025-03-19,0.0,9.933333333333334,50.75,1015.625,2.475,19.2,1.6
11.4,18.3,2025-03-20,0.0083333333333333,13.6625,43.416666666666664,1011.375,2.620833333333333,24.1,3.2
11.5,18.61,2025-03-21,0.0041666666666666,14.775,35.916666666666664,1008.5,3.6375,25.0,5.1
10.5,18.5,2025-03-22,0.0041666666666666,15.654166666666669,35.083333333333336,1005.5833333333334,3.216666666666667,25.3,5.3
5.0,14.6,2025-03-23,0.0,18.429166666666667,31.583333333333332,1000.6666666666666,4.108333333333333,25.0,12.2
7.3,18.33,2025-03-24,0.0,19.491666666666667,37.25,995.625,3.795833333333333,27.4,11.0
8.0,18.12,2025-03-25,416.625,17.572916666666668,41.52083333333333,992.3958333333333,5.027083333333333,23.25,14.9
8.8,16.81,2025-03-26,0.0,15.654166666666669,45.791666666666664,989.1666666666666,6.258333333333333,19.1,11.6
0.0,7.59,2025-03-27,0.0,11.920833333333334,46.25,1005.9583333333334,5.829166666666667,15.0,7.6
7.2,18.95,2025-03-28,0.0,10.220833333333331,19.583333333333332,1014.7916666666666,4.670833333333333,14.6,6.2
1.8,19.03,2025-03-29,0.0,7.058333333333334,40.833333333333336,1019.0,4.416666666666667,11.1,3.6
8.3,18.87,2025-03-30,0.0041666666666666,8.950000000000001,47.333333333333336,1017.4583333333334,3.1291666666666664,16.5,1.5
11.1,19.13,2025-03-31,0.0,11.154166666666669,52.125,1012.6666666666666,5.504166666666666,18.4,3.7
11.4,19.75,2025-04-01,0.0041666666666666,15.370833333333332,43.083333333333336,1006.9166666666666,5.141666666666667,23.7,5.3
10.9,19.65,2025-04-02,0.0,14.254166666666668,29.958333333333332,1014.375,5.7,17.4,9.9
10.5,18.69,2025-04-03,0.0,13.516666666666666,52.875,1009.625,4.054166666666666,20.4,6.8
1.6,12.88,2025-04-04,0.0,14.479166666666666,69.33333333333333,1003.7916666666666,2.9875000000000003,20.3,9.1
11.6,20.32,2025-04-05,0.0,14.2625,30.833333333333332,1007.9166666666666,3.6791666666666663,18.8,9.7
11.2,19.77,2025-04-06,0.0,16.708333333333332,47.833333333333336,1002.6666666666666,6.1625000000000005,26.2,6.8
9.7,18.63,2025-04-07,0.0,20.783333333333335,55.875,1001.125,4.1875,28.1,13.4
0.8,13.01,2025-04-08,0.0,19.383333333333333,41.291666666666664,1005.8333333333334,5.7875000000000005,22.6,11.6
4.0,17.79,2025-04-09,0.0,17.445833333333333,64.79166666666667,1001.1666666666666,4.875,24.4,11.0
10.7,19.19,2025-04-10,0.0,18.054166666666667,67.83333333333333,998.25,3.5375,24.5,9.9
0.2,11.49,2025-04-11,0.0,19.345833333333335,70.5,994.3333333333334,3.595833333333333,24.4,13.3
9.8,20.52,2025-04-12,0.0,13.825,12.208333333333334,1006.3333333333334,8.741666666666667,23.2,9.1
9.5,19.31,2025-04-13,0.0,14.6375,34.083333333333336,997.9166666666666,4.5625,27.2,4.7
12.2,20.45,2025-04-14,0.0,15.241666666666667,41.166666666666664,1001.5,3.233333333333333,22.7,5.5
9.0,19.42,2025-04-15,0.0,18.216666666666665,53.25,999.4583333333334,3.3541666666666665,27.4,8.7
9.3,20.24,2025-04-16,0.0,21.40208333333333,49.70833333333333,995.3541666666667,2.833333333333333,29.5,13.5
9.2,19.93,2025-04-17,0.0,24.5875,46.166666666666664,991.25,2.3125,31.6,18.5
5.6,15.13,2025-04-18,0.0,22.505555555555553,55.958333333333336,994.9027777777778,2.283333333333333,29.166666666666668,12.2
7.7,20.36,2025-04-19,0.0,20.42361111111111,65.75,998.5555555555555,2.254166666666667,26.733333333333334,10.0
4.5,19.66,2025-04-20,0.0,18.341666666666665,75.54166666666667,1002.2083333333334,2.225,24.3,10.6
1.3,12.81,2025-04-21,0.0,19.470833333333335,70.04166666666667,999.4166666666666,3.125,21.9,17.2
9.6,19.99,2025-04-22,0.0,19.383333333333333,54.708333333333336,1005.0833333333334,4.408333333333333,23.2,16.7
11.6,21.16,2025-04-23,0.0,20.425,52.666666666666664,999.25,3.3083333333333336,29.3,11.6
9.1,18.83,2025-04-24,0.0,18.4875,34.75,1006.4583333333334,6.083333333333333,22.2,13.2
11.7,20.99,2025-04-25,0.0,17.845833333333335,60.041666666666664,1006.25,4.866666666666666,25.1,8.8
9.3,17.79,2025-04-26,0.0,21.216666666666665,69.33333333333333,1004.2083333333334,5.970833333333334,26.8,15.8
4.0,18.29,2025-04-27,0.0,18.904166666666665,62.083333333333336,1004.625,6.7375,24.2,14.5
12.3,22.02,2025-04-28,0.0,19.0125,55.708333333333336,1006.5416666666666,3.079166666666667,28.0,9.5
11.5,22.11,2025-04-29,0.0,21.216666666666665,48.958333333333336,999.4166666666666,5.4875,29.1,12.3
9.0,18.66,2025-04-30,0.0,22.629166666666663,42.791666666666664,994.5833333333334,5.7749999999999995,31.4,14.4
11.9,22.63,2025-05-01,0.0,19.633333333333333,55.708333333333336,1001.7083333333334,2.6,25.9,12.2
9.8,20.57,2025-05-02,0.0375,19.995833333333337,55.333333333333336,996.0416666666666,6.3875,26.4,14.2
11.3,22.01,2025-05-03,0.0,18.258333333333333,37.875,1006.2083333333334,5.608333333333333,21.9,13.3
7.9,20.85,2025-05-04,0.0249999999999999,17.616666666666667,57.083333333333336,1001.875,2.595833333333333,23.5,10.5
8.3,21.85,2025-05-05,0.0,20.270833333333332,55.791666666666664,997.0833333333334,4.8625,25.6,13.7
12.0,21.55,2025-05-06,0.0,19.4,46.708333333333336,1001.4166666666666,3.0124999999999997,23.7,13.3
6.9,17.47,2025-05-07,0.0,20.029166666666665,58.875,1000.4166666666666,2.1625,26.2,13.4
1.3,11.77,2025-05-08,0.0,20.4875,69.16666666666667,998.2916666666666,2.8666666666666667,23.6,17.2
1.5,17.41,2025-05-09,0.8375,17.150000000000002,84.875,998.75,3.404166666666667,21.7,13.2
12.1,21.69,2025-05-10,0.0,17.254166666666666,57.75,1004.875,3.295833333333334,23.9,10.6
12.7,23.06,2025-05-11,0.0,19.816,52.32,997.08,4.332,29.4,9.6
10.6,20.44,2025-05-12,0.0,23.1875,47.333333333333336,992.5416666666666,5.541666666666667,31.0,15.1
3.7,12.92,2025-05-13,0.0,23.741666666666664,64.54166666666667,993.625,6.379166666666666,30.4,20.2
6.3,16.72,2025-05-14,0.0,23.40833333333333,66.54166666666667,1000.0833333333334,4.795833333333333,29.6,17.8
6.8,19.4,2025-05-15,0.0,22.445833333333336,58.333333333333336,1004.7083333333334,3.204166666666667,28.3,18.0
10.9,21.87,2025-05-16,0.0,24.833333333333332,61.833333333333336,996.25,5.266666666666667,31.8,17.2
9.5,22.16,2025-05-17,0.0,22.325,46.375,1000.875,4.741666666666666,24.8,16.1
11.7,22.68,2025-05-18,0.0,21.020833333333332,51.5,999.4583333333334,4.0125,28.4,13.8
12.3,22.92,2025-05-19,0.0,27.625,49.25,990.625,5.516666666666667,36.9,18.5
12.4,22.05,2025-05-20,0.0,28.508333333333336,56.958333333333336,990.5,5.091666666666667,35.1,22.0
11.7,21.29,2025-05-21,0.0,27.191666666666663,64.79166666666667,995.6666666666666,6.441666666666666,31.9,22.6
0.0,10.36,2025-05-22,0.5041666666666667,18.8625,58.166666666666664,1002.9583333333334,12.058333333333332,24.2,14.3
4.0,14.29,2025-05-23,0.0,16.391666666666666,68.79166666666667,1007.5,5.904166666666666,19.8,13.4
12.4,22.7,2025-05-24,0.0,18.441666666666663,57.25,1008.5416666666666,2.7291666666666665,26.1,10.2
2.5,14.32,2025-05-25,0.0,18.683333333333337,61.25,1006.6666666666666,4.883333333333334,25.4,11.4
12.3,23.09,2025-05-26,0.0,21.308333333333337,56.333333333333336,1006.25,2.5375,28.9,12.9
12.1,21.34,2025-05-27,0.0,22.96666666666667,54.125,1006.5833333333334,2.254166666666667,30.5,14.7
11.9,22.97,2025-05-28,0.0,24.058333333333337,48.916666666666664,1004.9166666666666,2.0791666666666666,30.9,15.3
11.4,22.57,2025-05-29,0.0,25.375,45.791666666666664,1003.1666666666666,3.141666666666667,32.4,17.0
3.9,15.49,2025-05-30,0.0,25.066666666666663,50.541666666666664,1000.2916666666666,3.0583333333333336,30.3,18.4
0.1,10.54,2025-05-31,0.0333333333333333,23.604166666666668,67.41666666666667,997.4583333333334,1.9666666666666668,27.2,20.4
